Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No,District,Municipality,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
2935,D1235 over Crocodile river,Bridge,Bridge,8/31/2021,,Waterberg,,6/30/2022,10. Kerbs / Sidewalks, 314. Replace joint sealant,AS,2.4,340,m,816,1,1,1,123,1
2935,D1235 over Crocodile river,Bridge,Bridge,8/31/2021,,Waterberg,,6/30/2022,11. Parapet, 459. Paint steel rails,AS,240,750,m2,180000,1,1,1,1,3
2935,D1235 over Crocodile river,Bridge,Bridge,8/31/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,2,2,4,13,3
2935,D1235 over Crocodile river,Bridge,Bridge,8/31/2021,,Waterberg,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),P2,1,750,No,750,1,1,1,133,1
2935,D1235 over Crocodile river,Bridge,Bridge,8/31/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BA,AP",66,6180,m,407880,2,2,9,2,3
2956,D192 over Sekelbos river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 116. Repair concrete sidedrain/gutter/downchute,BA,24,1570,m,37680,3,4,1,3,3
2956,D192 over Sekelbos river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 157. Mass concrete backfill,BA,22,5500,m3,121000,3,4,1,1,3
2956,D192 over Sekelbos river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,20,80,m2,1600,1,1,1,62,2
2956,D192 over Sekelbos river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,1,1,1,8,3
2956,D192 over Sekelbos river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,4,3100,No,12400,3,4,1,8,3
2987,D1253 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BA,P1",36,1220,m,43920,3,4,9,20,3
2987,D1253 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BA,P1",1,137950,LS,137950,3,4,9,7,3
2987,D1253 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,250,750,L,187500,3,4,4,2,3
2987,D1253 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,8,630,m3,5040,3,4,1,20,3
2987,D1253 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,3,4,4,32,3
2987,D1253 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,3,4,4,98,1
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,13. Pier Foundations, 156. Gabion (mattresses and boxes),AP,70,3100,m3,217000,1,1,0,0,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,200,950,m,190000,1,1,0,0,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),AS,12,4640,No,55680,1,1,4,7,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,400,750,L,300000,1,1,4,1,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,18. Longitudinal Members, 108. Cut back reinforcement (tie rods) and make good,S1,1,230,No,0,0,0,1,9999999,1
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),BA,1,137950,LS,137950,1,1,1,1,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BA,AP",77,6180,m,475860,1,1,1,0,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,60,3100,No,186000,1,1,4,2,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P4,P5",50,750,L,37500,1,1,4,11,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,11. Parapet, 459. Paint steel rails,AS,195,750,m2,146250,1,1,4,3,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,11. Parapet, 458. New/repair steel railing,"S5,S6",5,3100,m,15500,1,1,4,26,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,11. Parapet, 101. Apply protective coating,AS,55,480,m2,26400,1,1,4,15,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,03. Waterway, 153. Backfill scour damage (rock),S2,120,5500,m3,660000,1,1,4,1,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,03. Waterway, 152. Backfill scour damage (mass concrete),P2,8,7640,m3,61120,1,1,4,7,3
3015,D5 over Sand river,Bridge,Bridge,7/27/2021,,Capricorn,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P4,P5",2,750,L,1500,1,1,4,267,1
3019,D180 over Buffel spruit,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,02. Guardrail, 467. Replace posts (steel or timber),BA,10,630,No,6300,3,4,4,63,2
3019,D180 over Buffel spruit,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),S1,1,750,No,750,1,1,1,133,1
3019,D180 over Buffel spruit,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,120,80,m2,9600,1,1,1,10,3
3019,D180 over Buffel spruit,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BA,60,630,m,37800,1,1,4,11,3
3019,D180 over Buffel spruit,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,05. Abutment Foundations, 156. Gabion (mattresses and boxes),A1,3,3100,m3,9300,2,2,1,11,3
3019,D180 over Buffel spruit,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),A2,20,750,L,15000,3,4,1,7,3
3019,D180 over Buffel spruit,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,S1,10,340,No,3400,3,4,1,29,3
3019,D180 over Buffel spruit,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,10,3100,No,31000,3,4,1,3,3
3019,D180 over Buffel spruit,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,3,4,4,32,3
3019,D180 over Buffel spruit,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,03. Waterway, 953. Ad-hoc item (describe under Remarks),S1,1,1080,No,1080,2,2,1,93,1
3041,D727 over Bier spruit,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,3,4,4,13,3
3041,D727 over Bier spruit,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,24,3100,No,74400,3,4,4,5,3
3041,D727 over Bier spruit,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,150,950,m,142500,3,4,4,3,3
3041,D727 over Bier spruit,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,11. Parapet, 314. Replace joint sealant,AS,4,340,m,1360,3,4,1,74,1
3041,D727 over Bier spruit,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P2,20,750,L,15000,4,4,4,27,3
3041,D727 over Bier spruit,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 315. Replace glands of claw joint,AP,24,2290,m,54960,3,4,4,7,3
3041,D727 over Bier spruit,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S3,10,750,L,7500,3,4,1,13,3
3041,D727 over Bier spruit,Bridge,Bridge,8/30/2021,,Waterberg,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,3,4,4,32,3
3048,P169/3  over river,Bridge,Bridge,8/18/2021,,Sekhukhune,,6/30/2022,01. Approach Embankment, 157. Mass concrete backfill,A1,4,5500,m3,22000,4,4,9,41,3
3048,P169/3  over river,Bridge,Bridge,8/18/2021,,Sekhukhune,,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BA,30,9190,m3,275700,4,4,9,3,3
3048,P169/3  over river,Bridge,Bridge,8/18/2021,,Sekhukhune,,6/30/2022,01. Approach Embankment, 703. Traffic accommodation-Medium (10 000 - 40 000 vpd),BA,1,229910,LS,229910,3,4,9,4,3
3048,P169/3  over river,Bridge,Bridge,8/18/2021,,Sekhukhune,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,S1,6,3100,No,18600,3,4,1,5,3
3048,P169/3  over river,Bridge,Bridge,8/18/2021,,Sekhukhune,,6/30/2022,11. Parapet, 459. Paint steel rails,S1,25,750,m2,18750,2,2,4,21,3
3048,P169/3  over river,Bridge,Bridge,8/18/2021,,Sekhukhune,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,100,750,L,75000,2,2,1,1,3
3070,P98/2 over river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,14. Piers & Columns, 103. Clean concrete surface,AP,100,150,m2,0,0,0,4,9999999,1
3070,P98/2 over river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,120,750,L,0,0,0,4,9999999,1
3070,P98/2 over river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S4,50,750,L,37500,3,4,4,11,3
3070,P98/2 over river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),AP,1,137950,LS,137950,3,4,9,7,3
3070,P98/2 over river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,S4,10,3100,m,31000,3,4,4,13,3
3070,P98/2 over river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,AP,48,1220,m,58560,3,4,9,15,3
3080,D848 over river,Bridge,Bridge,7/31/2021,,Mopani,,6/30/2022,11. Parapet, 459. Paint steel rails,AS,358,750,m2,268500,3,4,4,1,3
3080,D848 over river,Bridge,Bridge,7/31/2021,,Mopani,,6/30/2022,17. Expansion Joints, 307. New multi element joint,BA,24,45990,m,1103760,3,4,4,0,3
3080,D848 over river,Bridge,Bridge,7/31/2021,,Mopani,,6/30/2022,08. Surfacing, 502. Resurface or patch,A1,36,750,m2,27000,4,4,9,33,3
3081,D848 over Selokwe river,Bridge,Bridge,7/31/2021,,Mopani,,6/30/2022,11. Parapet, 465. Repair/replace handrail posts,AS,220,1570,No,345400,3,4,4,1,3
3081,D848 over Selokwe river,Bridge,Bridge,7/31/2021,,Mopani,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),A2,70,950,m,66500,4,4,4,6,3
3081,D848 over Selokwe river,Bridge,Bridge,7/31/2021,,Mopani,,6/30/2022,17. Expansion Joints, 307. New multi element joint,BA,24,45990,m,1103760,3,4,4,0,3
3081,D848 over Selokwe river,Bridge,Bridge,7/31/2021,,Mopani,,6/30/2022,03. Waterway, 1628. Clear Vegetation,AS,600,50,m2,30000,1,1,4,13,3
3087,D1350 over river,Bridge,Bridge,9/5/2021,,Mopani,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,240,80,m2,19200,1,1,4,21,3
3092,D463 over Sand river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,17. Expansion Joints, 704. Traffic accommodation-High (> 40 000 vpd),P1,1,306530,LS,306530,1,1,4,1,3
3092,D463 over Sand river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,20,3100,No,62000,1,1,4,6,3
3092,D463 over Sand river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,21. Miscellaneous Items, 617. Replace road signs,BA,1,2480,m2,2480,1,1,1,40,3
3092,D463 over Sand river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,200,950,m,190000,1,1,0,0,3
3092,D463 over Sand river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,P1,14,1220,m,17080,1,1,4,23,3
3092,D463 over Sand river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,03. Waterway, 153. Backfill scour damage (rock),S2,100,5500,m3,550000,1,1,1,0,3
3092,D463 over Sand river,Bridge,Bridge,8/6/2021,,Capricorn,,6/30/2022,11. Parapet, 459. Paint steel rails,AS,68,750,m2,51000,1,1,1,2,3
3094,P17/3 over river,Bridge,Bridge,1/31/2022,,Mopani,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,100,750,L,75000,3,3,4,5,3
3094,P17/3 over river,Bridge,Bridge,1/31/2022,,Mopani,,6/30/2022,19. Transverse Members, 118. Repair spall (including honeycombing),S1,5,750,L,3750,2,2,1,27,3
3094,P17/3 over river,Bridge,Bridge,1/31/2022,,Mopani,,6/30/2022,11. Parapet, 458. New/repair steel railing,S1,32,3100,m,99200,4,4,16,16,3
3095,P17/3 over Lions Donga river,Bridge,Bridge,1/31/2022,,Mopani,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,4,750,No,3000,2,2,4,133,1
3095,P17/3 over Lions Donga river,Bridge,Bridge,1/31/2022,,Mopani,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),P1,50,750,L,37500,3,3,4,11,3
3095,P17/3 over Lions Donga river,Bridge,Bridge,1/31/2022,,Mopani,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,P1,13,1220,m,15860,3,3,9,57,2
3095,P17/3 over Lions Donga river,Bridge,Bridge,1/31/2022,,Mopani,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),AS,250,750,L,187500,4,4,4,2,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 404. Remove trees (girth < 500 mm),A2,1,750,No,750,1,1,1,133,1
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,AP,33,6180,m,203940,2,2,1,0,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S2,10,750,L,7500,2,2,1,13,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),"P1,P2",20,750,L,15000,3,4,1,7,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S4,10,750,L,7500,2,2,1,13,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,16,3100,No,49600,3,4,1,2,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,1,1,4,32,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,100,80,m2,8000,1,1,1,12,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 357. Replace kerbs or berms,A1,60,950,m,57000,3,4,1,2,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 157. Mass concrete backfill,A1,11,5500,m3,60500,3,4,1,2,3
3119,D345 over Sterk river,Bridge,Bridge,9/10/2021,,Waterberg,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),S3,1,750,No,750,1,1,1,133,1
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,14. Piers & Columns, 207. Clear debris,"P2,P3",3,750,m3,2250,1,1,1,44,2
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,08. Surfacing, 502. Resurface or patch,A1,1,750,m2,750,1,1,1,133,1
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,AP,66,6180,m,407880,3,4,4,1,3
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,06. Abutments, 120. Seal cracks,A2,4.4,750,m,3300,3,4,1,30,3
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,11. Parapet, 459. Paint steel rails,AS,60,750,m2,45000,2,2,1,2,3
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,10. Kerbs / Sidewalks, 314. Replace joint sealant,AS,7.2,340,m,2448,2,2,1,41,2
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,10. Kerbs / Sidewalks, 118. Repair spall (including honeycombing),S1-S3,15,750,L,11250,2,2,1,9,3
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,03. Waterway, 151. Backfill scour damage (earth),S7,20,950,m3,19000,1,1,1,5,3
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,28,3100,No,86800,1,1,1,1,3
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,03. Waterway, 405. Remove trees (girth > 500 mm),S2,1,3100,No,3100,3,4,1,32,3
3120,D579 over Palala river,Bridge,Bridge,8/27/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
3126,D1034 over Lindersloop,Bridge,Bridge,7/31/2021,,Mopani,,6/30/2022,17. Expansion Joints, 317. Service multi-element joint,AP,36,15350,m,552600,1,1,4,1,3
3126,D1034 over Lindersloop,Bridge,Bridge,7/31/2021,,Mopani,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,240,80,m2,19200,1,1,1,5,3
3126,D1034 over Lindersloop,Bridge,Bridge,7/31/2021,,Mopani,,6/30/2022,03. Waterway, 405. Remove trees (girth > 500 mm),AS,32,3100,No,99200,1,1,4,4,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,14. Piers & Columns, 118. Repair spall (including honeycombing),AP,15,750,L,11250,1,1,1,9,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),S1,1,4640,No,4640,1,1,1,22,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,10,750,L,7500,1,1,1,13,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BA,AP",46,6180,m,284280,2,2,4,1,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,14. Piers & Columns, 654. Access-using scaffold (< 10 m),AP,2,4640,No,9280,1,1,1,11,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,550,750,m2,412500,1,1,1,0,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,06. Abutments, 654. Access-using scaffold (< 10 m),BA,2,4640,No,9280,1,1,1,11,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BA,15,750,L,11250,1,1,1,9,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,200,950,m,190000,3,4,0,0,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BA,10,9190,m3,91900,3,4,4,4,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,21. Miscellaneous Items, 617. Replace road signs,BA,1,2480,m2,2480,2,2,1,40,3
3127,D19 over Bloed river,Bridge,Bridge,7/16/2021,,Capricorn,,6/30/2022,01. Approach Embankment, 702. Traffic accommodation-Low (< 10 000 vpd),BA,1,137950,LS,137950,3,4,4,3,3
3188,D4260 over river,Bridge,Bridge,8/12/2021,,Sekhukhune,,6/30/2022,03. Waterway, 156. Gabion (mattresses and boxes),S1,30,3100,m3,93000,4,4,9,10,3
3188,D4260 over river,Bridge,Bridge,8/12/2021,,Sekhukhune,,6/30/2022,08. Surfacing, 207. Clear debris,S1,10,750,m3,7500,1,1,1,13,3
3221,D1656 over Makhutswi river,Bridge,Bridge,8/4/2021,,Mopani,,6/30/2022,01. Approach Embankment, 155. Earth backfill,A2,25,630,m3,15750,1,1,1,6,3
3221,D1656 over Makhutswi river,Bridge,Bridge,8/4/2021,,Mopani,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,280,80,m2,22400,1,1,1,4,3
3221,D1656 over Makhutswi river,Bridge,Bridge,8/4/2021,,Mopani,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AP,14,750,No,10500,1,1,1,10,3
3221,D1656 over Makhutswi river,Bridge,Bridge,8/4/2021,,Mopani,,6/30/2022,17. Expansion Joints, 307. New multi element joint,AP,105,45990,m,4828950,1,1,4,0,3
3221,D1656 over Makhutswi river,Bridge,Bridge,8/4/2021,,Mopani,,6/30/2022,08. Surfacing, 502. Resurface or patch,BA,80,750,m2,60000,1,1,4,7,3
3222,D1656 over Rail,Bridge,Bridge,8/4/2021,,Mopani,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,240,80,m2,19200,1,1,1,5,3
3222,D1656 over Rail,Bridge,Bridge,8/4/2021,,Mopani,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",A1,10,630,m,6300,1,1,1,16,3
3222,D1656 over Rail,Bridge,Bridge,8/4/2021,,Mopani,,6/30/2022,17. Expansion Joints, 307. New multi element joint,BA,35,45990,m,1609650,1,1,4,0,3
3236,D928 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,BA,26,1220,m,31720,3,4,1,3,3
3236,D928 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,4,13,3
3236,D928 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,8,3100,No,24800,3,4,1,4,3
3236,D928 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BA,2,9190,m3,18380,3,4,4,22,3
3236,D928 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),BA,50,750,L,37500,3,4,1,3,3
3236,D928 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,8,340,No,2720,3,4,1,37,3
3236,D928 over river,Bridge,Bridge,8/23/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,P1,13,1220,m,15860,3,4,1,6,3
